wavelength[nm],intensity [a.u.]
296.23,4.983606621708336
305.25,4.919980925828125
315.33,6.447305862541213
325.99,6.806829360392176
336.13,8.521782643750045
352.72,5.605802066295998
357.01,6.486160788944089
370.44,4.770684624465665
374.74,5.455321115357702
380.13,5.556828061699537
390.92,4.890349128221754
399.02,4.812184355372417
405.52,4.653960350157523
515.46,5.44673737166631
629.82,5.43372200355424
655.78,5.8998973535824915
662.57,5.37989735354046
667.67,5.327876168789581
