wavelength[nm],intensity [a.u.]
315.33,0.11334120425029515
325.99,0.1798504525777253
335.6,0.9079102715466352
336.13,1.0
352.72,0.05489964580873671
357.01,0.12416371507280598
375.28,0.04053522235340417
380.13,0.0448642266824085
655.78,0.07024793388429752
