wavelength[nm],intensity [a.u.]
296.23,4.852030263919617
305.25,4.90527477843843
315.33,6.410174881966167
325.99,6.796823718274855
336.13,8.506940814951886
352.72,5.594711379601839
357.01,6.486160788944089
370.44,4.882801922586371
374.74,5.545177444479562
380.13,5.488937726156687
390.92,4.795790545596741
399.02,4.897839799950911
405.52,4.74493212836325
515.46,5.4638318050256105
655.78,5.883322388488279
